track_id,track_artist_id,track_popularity,track_album_id,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,clusters
24150,2782,66,8225,235,2,3,0.6420147018408049,1.2016676693832344,0.1733484680226564,1.3670400136305796,0.8761319253110308,-0.4812525890883927,-0.33396088403984914,-0.37798490207438307,-0.8092458565335372,0.03192873342160816,0.04283347328997354,3.2459,30
3061,6084,67,17650,235,2,3,0.4903842007433878,0.6433884960014533,1.557808254964989,0.5857364398918817,0.8761319253110308,-0.6885466433158298,-0.4687262264190929,-0.35921049344823686,1.0810944785455108,0.7825250211181405,-0.7772913408089014,2.71,88
7219,10416,70,3798,235,2,3,0.13887713001755803,1.284580417905281,-1.2111113189196763,1.1000249164813374,-1.1413806198706837,-0.32430137660190456,-0.43685604409967715,-0.3778809962024141,-0.5195708034720581,0.43939528959972574,0.11613324365812873,2.9436,88
25699,9215,60,5293,235,2,3,0.4352458367079634,1.2790529013371448,0.4502404254111229,0.9842514533063526,0.8761319253110308,-0.04988353338653553,-0.667687221756017,-0.37794284918285226,0.08958926336863608,-1.0017495827776168,0.039859851774024097,2.818216666666667,42
5987,5402,69,21936,235,2,3,-0.03343025759314323,0.7428837942279094,-1.2111113189196763,0.6851142392068255,0.8761319253110308,-0.7023662469309923,-0.432758449230038,-0.37798490207438307,-0.6925981841597872,0.9197769137255066,0.11494379505174905,3.1508666666666665,88
27088,2782,67,8723,235,2,3,0.13887713001755803,1.2182502190876439,0.7271323827995895,0.4465405997739811,0.8761319253110308,0.19689510259850873,-0.43457960250543315,-0.37798490207438307,-0.3057167374535166,0.31929988356828043,0.15233708561481413,2.7174833333333335,88
8663,4897,62,21175,235,2,3,-1.4187816539831801,0.8700166752950477,-0.10354348936581012,0.6463000145585645,-1.1413806198706837,-0.4417680073307856,0.05303418698162807,-0.37798490207438307,-0.09186267143497495,-1.5378897882751401,-0.3061210116067015,3.1279166666666667,30
23920,8189,69,17794,235,2,3,-0.7777981720713718,1.1298099539974606,-0.38043544675427665,1.4389801713838215,-1.1413806198706837,-0.628332656135479,-0.6458333824512749,-0.37796336278847703,-0.5130903772290719,-0.6157286348194001,0.26213806009125007,3.4603166666666665,88
26820,743,68,20929,235,2,3,-0.419398805841114,1.306690484177827,0.7271323827995895,1.0565262164444933,0.8761319253110308,-0.49902065087931585,-0.6849881778722713,-0.37796719794083294,2.895613826581622,-0.6200177564633803,0.22790424238888107,3.2197833333333334,88
4724,8410,67,12930,235,2,3,-0.08856862162856763,0.6599710457058627,-0.9342193615312097,0.7252668853946815,0.8761319253110308,-0.7408637141446591,-0.540206492478354,-0.37798490207438307,-0.6368665184701067,0.34074549178818136,0.1514078288910797,4.217333333333333,88
13291,2782,58,12145,235,2,3,0.16644631203527022,1.2403602853601896,0.1733484680226564,0.0734555956118191,0.8761319253110308,0.7299369563262041,-0.13363402374637862,-0.3779629614353235,-0.42884483607025253,1.0355831981129717,0.04090061930460611,3.4649,42
13534,2893,67,19316,235,2,3,-1.5014892000363167,0.4167603167078597,0.7271323827995895,0.6028013145217206,0.8761319253110308,-0.5098789108626578,-0.12452825736940266,-0.37798490207438307,-0.3705209998833775,-0.7787152572906471,0.08331189617583619,3.39555,88
24092,5633,67,7132,235,2,3,0.6144455198230927,0.1514395214373102,-1.2111113189196763,0.684110423052129,0.8761319253110308,-0.5997063343612139,-0.6166949300449519,-0.37798490207438307,1.1912617246762747,0.7567902912542599,0.04093778957355566,3.20845,88
13294,743,68,20838,235,2,3,-0.5710293069385312,1.1961401528150981,-0.10354348936581012,0.7590620292694603,-1.1413806198706837,-0.4397937782429053,-0.7478179658734053,-0.37798490207438307,0.964446806171761,0.7181881964584381,0.11282508972163495,2.7419333333333333,88
18472,6098,63,8618,235,2,3,0.242261562583978,0.44992541611667836,-0.10354348936581012,0.7607350561939542,-1.1413806198706837,-0.47039432910505075,-0.7649823354940049,-0.3698240546193124,-0.7599946170868427,-1.169025326892844,0.19277833823172724,4.253966666666667,30
4470,2782,66,5071,235,2,3,1.0348755455932037,0.7539388273641823,-1.4880032763081428,0.7082020107648427,0.8761319253110308,-0.1722857368351174,-0.206480154762186,-0.3779624708925803,1.1329378884893997,0.906909548793566,0.15404691798648534,3.137166666666667,30
19999,133,60,13868,235,2,3,0.2698307446016902,1.1187549208611878,-1.2111113189196763,0.8022261239214054,-1.1413806198706837,-0.12095578055022822,-0.4787425694337665,-0.37798490207438307,1.5347243155545385,-0.6114395131754199,-0.10529004847326136,2.8924666666666665,42
12632,2333,65,3437,235,2,3,0.15955401653084217,0.2675173693681756,1.2809162975765225,0.4786627167242659,-1.1413806198706837,0.5719986292957759,-0.618516083320347,-0.37798490207438307,-0.10482352392094718,0.02335049013364778,-0.03277085375304295,3.15625,30
1008,8195,69,6850,235,2,3,0.6282301108319488,-0.7827107785777481,-1.2111113189196763,-0.0008267998357146319,0.8761319253110308,-0.52172428538994,-0.3294080008513612,-0.3619307759332604,-0.3381188686684469,-0.800160865510548,-0.33165698637491786,2.6567333333333334,88
10591,8793,35,456,235,2,3,-1.2947203349034753,0.676553595410272,0.4502404254111229,0.41943756359717815,0.8761319253110308,-0.1347753841653907,-0.7623416632446819,-0.37601827162209556,-0.38348185236934973,-1.1947600567567254,0.06662244541756963,3.0894333333333335,79
15994,743,70,9133,235,2,3,-0.5710293069385312,1.3011629676096905,0.1733484680226564,0.5576295875603826,-1.1413806198706837,-0.6164872816081969,-0.7850605503552368,-0.28968720829820865,-0.5519729346869886,-1.3148554627881706,0.18824356541990425,3.5873,88
11630,7601,64,17087,235,2,3,0.3663228816636829,1.1850851196788252,1.004024340188056,0.7998838862271138,-1.1413806198706837,-0.7132245069143343,-0.39314836549019266,-0.01676706389912404,-0.5001295247430997,0.8425727241338632,0.525303564252781,2.84445,30
6478,2333,62,4518,235,2,3,0.20090778955741045,0.6599710457058627,-0.38043544675427665,0.7503622892620913,-1.1413806198706837,0.20676624803791052,-0.584824747725536,-0.3779697844389335,-0.4612469672851831,-0.7486914057827857,0.11353132483167316,3.5161333333333333,30
10687,133,70,18656,235,2,3,0.5317379737699561,0.836851575886229,-1.2111113189196763,0.24109289344611798,0.8761319253110308,-0.6184615106960771,-0.27932628577799345,-0.37797589392582603,-0.980977151972669,-0.5942830265994992,0.11672796796131883,3.2258,88
17767,9215,58,17305,235,2,3,-0.24019912272598473,1.0524247220435505,1.557808254964989,0.9819092156120609,0.8761319253110308,-0.7092760487385735,-0.7241429732932678,-0.3779019557559873,1.327350675778983,-0.37982694440048986,-0.4038788189435415,3.4182166666666665,42
20471,5402,63,3968,235,2,3,0.13887713001755803,0.3393750847539494,1.557808254964989,-0.10622749607883644,0.8761319253110308,-0.628332656135479,-0.32485511766287317,-0.37798490207438307,0.906122969984886,-0.18252734877740112,0.15051574243629534,2.88,30
8531,6093,66,3120,235,2,3,0.18712319854855436,0.8423790924543655,-1.2111113189196763,-0.13299592687074047,-1.1413806198706837,-0.6984177887552315,-0.7318828747136974,-0.374265696185023,-1.0451333717782314,-0.6972219460550237,0.19017641940527166,3.20635,30
